what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356106816
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309356112235
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356146441
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356196392
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309356199880
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309356221063
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309356291826
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356293005
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356311063
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309356330448
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1309356331427
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309356340091
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356341197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356349695
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356355997
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356361950
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309356364178
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309356378404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356379773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356383117
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309356408284
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309356437298
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356440942
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356446378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356456637
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356458695
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309356507379
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1309356509361
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309356527571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356530214
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356537150
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356540839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356543190
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356545998
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356547111
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309356550943
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309356555572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356563973
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356568434
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356587981
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356603942
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356624908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356625445
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356634919
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309356635053
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309356635080
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309356689875
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309356697022
